id	filename	md5	size	state
d570eccc-3c1c-4c4f-ae04-96be71fbe016	TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9.svs	21d3874bd056d5c11746d6bcbb21fa14	1055798681	released
6315a0df-c8ca-4ade-bb42-27e431ded1bb	TCGA-B6-A0RI-01A-01-TS1.89a3333b-0f81-4154-a28d-91bc53e7682c.svs	4cedfafe39a7fb07486635ea4293afbc	235599037	released
a0259ba4-e638-4eee-bb84-1b41060a666f	TCGA-B6-A0RI-01A-01-BS1.9271aae8-cb65-481e-ada2-d0358f14a1de.svs	22da872048918b8c04733d2f2cf036a4	124583433	released
7b8b69cd-5e94-46f6-9732-39ea204d680b	TCGA-E2-A14S-01Z-00-DX1.5C332E99-7296-473A-9917-7EFC38A8251D.svs	fcead6d73c28022353fc4c0e3f5d8b47	778072437	released
e47bd352-9d96-4abd-b673-9d30038d218a	TCGA-B6-A0RI-01Z-00-DX1.E39951A4-AC6A-4B07-851B-F35CB86D79AA.svs	2b4975e3cf704080d46660729158b5c3	1284445453	released
297933f5-1316-4cb6-b53f-9dbfa7f3d7ed	TCGA-B6-A0RH-01A-02-TSB.ea83f31e-defb-4436-8a58-5b66b18d13b5.svs	ca4406710be93215f190dd3ce10c56ab	160702797	released
b73ca1e9-4938-4467-a805-fefc230b543b	TCGA-B6-A0RH-01A-02-BSB.4d8dc01d-171d-4bde-9f7c-2e54a2bbb427.svs	a99ac277383885db7306a886ac0a19ab	112600111	released
41283902-1b1a-44d7-bc0c-a45b2ccd071c	TCGA-B6-A0RH-01Z-00-DX1.33DB5CF9-AC87-435B-A8AF-C4F84BEF15F1.svs	634bfc0a9a5ed8242bbf78e768c80af0	1586038287	released
93b26333-5723-4fa4-a4de-6124c04ab243	TCGA-3C-AALK-01Z-00-DX1.4E6EB156-BB19-410F-878F-FC0EA7BD0B53.svs	3d63b3311612d763525b6edb0848b986	1769848096	released
76312b70-ba23-4460-b2b3-e3880c50a616	TCGA-BH-A1FU-11A-02-TSB.3eea4c17-bf8b-46c0-90df-fcfa364c6724.svs	d894a96b00a45fe47f7a626d578398fa	47319825	released
425f65d2-a66b-4ee7-9b5b-257deb27a957	TCGA-BH-A1FU-11B-02-TSB.006fc1c5-95e1-43d7-a9dd-8ec9f6bb60b0.svs	e971b9104f94190cda2b847c77bb194e	70452157	released
a30eb555-7366-4137-b78a-b5b841c4a869	TCGA-BH-A1FU-11B-03-TSC.955dbf0e-b2b2-4d89-bf94-7da8f525db85.svs	8d5e7423a8586b787b8fa18c47083833	39395447	released
3e965644-524c-487e-b7cd-e4b57e37cb12	TCGA-A2-A0EU-01A-02-TSB.648d1299-d273-4ae2-8926-cfad39ff735a.svs	c8cd617b57018d2f2ef6b39593467d86	179160547	released
1b4fc678-eb7a-46e8-aa8e-c0a6c8fc6c84	TCGA-AR-A0TX-01Z-00-DX1.5BEA4E65-8CEC-49B2-9F29-DBE53E8ED46E.svs	823d706af1be441d1578aa2b1d269366	488012489	released
72eb9e68-70eb-4922-8c22-5ab31695d0fe	TCGA-AR-A0TX-01A-01-TSA.4f6a2ef2-8c09-4c9a-aea9-5601722f4e4c.svs	043ee5574e1247909063d3585e3b84f6	288284829	released
c306b4bb-a653-441d-ac56-a9a7ad9a951c	TCGA-A1-A0SE-01A-01-TS1.9de25aa5-6128-49b4-990b-c6bf3830489d.svs	b1cb6fee5a1d969eb87b108324a1fce0	480070205	released
ac8c09f2-2fd6-43e2-8233-00dcf54dcb0b	TCGA-GM-A2DA-01Z-00-DX1.6E409F88-F654-48C8-A753-BB054037BE16.svs	5776f859416cd5bfe56000ccf8e50f6b	435169713	released
58c02475-883e-4d70-9a25-fbe992831cc6	TCGA-A2-A0YG-01A-02-TSB.8bd4f37a-7944-4379-910c-621a80229783.svs	599aecd29d8cc71b9c85a0738c131786	265722831	released
9fa07838-a335-4540-af62-6c9cbabc2327	TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015.svs	d226e0e4f2ab1c8c5d3b192609756cf1	906683667	released
1fc9aa78-01f6-4175-b8ae-f5e43877e63a	TCGA-E2-A153-11A-02-TS2.00af80a8-4672-4434-99b0-474c720f1090.svs	b7d4765d63f80729ceaaddc76392eb95	118981291	released
728d9e14-05c2-479e-8760-bf692653c8d1	TCGA-EW-A3E8-01Z-00-DX1.E185B2E4-3E16-4C66-90D7-FDB9A14BA00D.svs	0d1e561a8fdb9a93ad3d483e76dd3c3a	1536742083	released
c1023af8-1b71-4943-a537-f34b2c637db9	TCGA-A1-A0SD-01A-01-BS1.24ae9ce9-ef51-4cef-a095-1681d4bdd2fb.svs	f5f929982d6aec11263f8a86eb28a2d1	227494851	released
976e041a-1344-44ac-8605-4b15168892fe	TCGA-D8-A1JI-01Z-00-DX2.E688E270-26C9-43EC-BC26-86BF8B74A31D.svs	05ea7f8530b85a761d9c258885305820	989450795	released
8374c336-f655-40df-b0bb-d16aafd43342	TCGA-D8-A1XD-01A-01-TS1.c21dde19-2c65-4c17-ae8f-27371c2413d1.svs	eb5a425a2a1f215234b7557a4f3b6638	246919561	released
b052b2c3-fa18-4706-92e3-8137af39226c	TCGA-EW-A1IZ-01A-01-TSA.a52af132-ed54-40a0-931b-913928cf057f.svs	703324db1bcb7d3fb4598dfbd7db4c56	156305739	released
20d99899-654b-40a6-bf98-66867bab88dc	TCGA-D8-A1JI-01Z-00-DX1.9BDB647F-EEAB-4235-BE44-A3815A48CCE0.svs	2d49f3df243680ed7feab1527e0bed9f	952166889	released
2bcd4629-f31a-4bee-a7ff-aa9663b0c2c5	TCGA-AO-A0JJ-01Z-00-DX1.D5B636F5-1B47-4033-9938-9DC8CD48CEE9.svs	0646953656dcd07a49059e75d3e4ba32	728079632	released
87c69827-90e4-4d6a-bb1b-42ae58393383	TCGA-AN-A0FT-01A-01-BSA.c578600f-5691-4d20-ae99-f0f8197e9bbb.svs	93e9d8f9414c6b74be54b5082eb3dd1e	331030359	released
2b683539-e4a2-4823-8d3b-db6f5a7db86b	TCGA-BH-A1FR-11B-02-TS2.76466a35-4acb-468b-a654-fbc09cbb6e87.svs	5c2e3612b104bad54a3c6ee7dd69ed55	72661145	released
b165c7ef-958f-4b70-9014-f209331ca9df	TCGA-BH-A1FR-11B-03-TS3.fc369cf6-98a1-4b59-97e0-eda837902fb4.svs	46b2f420d6bce3df9246c11dc7fa9da6	88950707	released
ed163746-1ff7-4cad-8676-96e61ffebb59	TCGA-BH-A1FR-01A-01-TSA.14d3ab9f-6bf4-4a4e-a156-9396dbf6f953.svs	f9e2fa8b6b7353810156cf0b66723b35	357840941	released
1365752a-b3be-4cbf-ae01-955a9f1bce19	TCGA-EW-A1J3-01A-01-TSA.fdb88562-3185-43d4-ab9a-3d5a8f4a9edb.svs	4b1c518ae419aeeb7c4b6e844fb6a94b	306485881	released
a4ee1cd5-de85-4230-9bff-b4e2413ab3d0	TCGA-C8-A138-01A-01-BSA.27aba9f8-6a6e-41b5-b15d-89206cc475a6.svs	83dae5f4f8fa359e8605f2f1f9634ddb	197118691	released
