id	filename	md5	size	state
158050ab-cb49-484a-99cf-7f825d64a7c1	TCGA-CV-7095-01Z-00-DX1.0D531563-9863-480D-9B60-1239E88A8D65.svs	3de18484551e2d62a85b1afe82b7de15	1464734709	released
1bc8af23-aa8c-4e73-9975-cd1a461ba6f7	TCGA-CQ-6224-01Z-00-DX1.c0d0fca6-b287-41fa-bd8a-95c99a6d9008.svs	8387eabbe85b4cd18d5c297ac17ad3b6	1492459244	released
b07ab303-7c26-4340-9f0f-cbd133b9fa1d	TCGA-CV-5432-01Z-00-DX1.D351D31C-2462-4AB2-9A38-C23EE43F8195.svs	c75e0c00e04cbdda3a49307a89b50173	1651407019	released
a6b55667-cdd8-449f-b551-c10810c9109b	TCGA-T3-A92M-01Z-00-DX3.9117ABA6-D184-4EA1-B7BA-6006427DC59D.svs	9780259976b9fee99f92303daa7b2277	1511088448	released
ffd24dc6-1b7d-438e-b7c6-c72a56fbdcf3	TCGA-IQ-7631-01Z-00-DX1.037140e2-1a55-48f3-92d1-ab3dda9b2a7b.svs	780fa42cd32767e80f3795802a1c491a	1015319939	released
6c6be158-b6a3-4c23-aa66-3f577d8f33b8	TCGA-BB-4228-01Z-00-DX1.170b1b9a-05ac-4115-965e-56c2af944f1f.svs	0937bdd8cc39d929f3743b4fdfd43287	102390211	released
8a8bb00b-7406-434c-a36d-737bbadce091	TCGA-BA-A6DI-01Z-00-DX1.4EB42174-5219-43A3-AD93-64446DCE37CF.svs	012db683be1abdc7eb08e0e858090a39	871571608	released
ca80e451-8bec-4c55-b038-3e8637d3c96f	TCGA-UF-A7JD-01Z-00-DX1.162BC8A7-BBFB-4DFD-9643-5D6D339C66B5.svs	4ab26487de3d9a5fb532c71bf10f8157	1778660135	released
05ca448f-5cd8-4fe4-be63-373f2fa7a7ef	TCGA-CV-A460-01Z-00-DX1.EE85F1E3-B39D-43B6-A329-ED132E7B137A.svs	12dbd916b0aa0317fe494a464d50e06f	1160134705	released
f8cb3121-d53c-4cf1-a5c0-d31866594b42	TCGA-CQ-A4CG-01Z-00-DX1.ACB2AA5E-E936-4224-92DE-7C027253F9E8.svs	44c9dda2ba33c739d8d205cefb4e17f6	190965748	released
5184a969-9ff0-41fb-8a2b-53c765ebe8e3	TCGA-BB-A6UO-01Z-00-DX1.11D049DC-EFC3-47EB-B390-A694BFD304A2.svs	5eb5e38556d451d2f2529212b9a9b7a9	885895571	released
cdf0dffa-ec5f-438a-9747-4cb5e301c7ed	TCGA-HD-A6I0-01Z-00-DX1.FB5715C4-D13D-44C6-BCCF-A4819F6C5323.svs	9050c3d5a6b06c9a15300b54f944df17	34485300	released
7909d1a8-fe80-4ead-b78f-8d203b8f55bb	TCGA-CN-4740-01Z-00-DX1.f7b9f5ec-cb4e-4604-9d64-2bdc20ac5bec.svs	2e4ed0ed9a6b2e3bb590673d8c28e811	353438851	released
10fa4388-9e48-4658-95d9-2f79574a2483	TCGA-CQ-A4CE-01Z-00-DX1.2E5A8284-C995-4B9F-9451-22DEC5EB2FB6.svs	ddb168bdf85f74d8f93b50fa2c64e7d9	67749380	released
51934ad8-0fe3-4388-907f-e6f20c4e408e	TCGA-CN-6989-01Z-00-DX1.dd68e391-1d00-4bfc-9be9-ff5024bea237.svs	b504292606d66e38219b671ec4aba667	284721039	released
ce2efec9-711e-42f9-9047-365a2b954343	TCGA-BB-A5HU-01Z-00-DX1.B9A51FFE-D49C-478E-82C9-ABB7AA43EA4E.svs	2e5fe4283b3c7c24ee25ff53b8ab3c20	818235829	released
100a765e-0ba9-4284-8710-b9b87ae73b91	TCGA-C9-A480-01Z-00-DX1.24793EF4-30F2-46DF-A64E-52021F132EE0.svs	99ee2d6a448191ad813ca33b32dd79d3	880436624	released
f1cdf303-7568-4876-a70e-907dd1a35969	TCGA-DQ-5629-01Z-00-DX1.A5FB326B-4EC1-4446-B98A-392126168863.svs	991f39e1837f4a857805852e0e49b43b	2075525085	released
54aecfd8-4f6d-4abc-9794-12ba32cc5fd2	TCGA-CV-6955-01Z-00-DX1.7D446665-7BBE-4D25-9320-AB52260C05F2.svs	af38ef5db4b05e1d34b65a1f994176fd	532540837	released
722cdd46-1156-4786-bdeb-89fa7c996eab	TCGA-D6-A6EN-01Z-00-DX1.75E5EC91-8B6E-4C5F-8091-9EE8B8D14967.svs	d059fdf199343ed792384223cb245feb	932972111	released
9a860174-5585-4370-a4bc-cd959296e078	TCGA-HL-7533-01Z-00-DX1.5428d6cb-2417-4b51-9453-dd2c583bb395.svs	3b8d89dafa8eee49c9333e89d34465c8	912814757	released
8b8bf12b-7e58-4ab4-86d5-4f8e0502d6a5	TCGA-BB-7871-01Z-00-DX1.c062435e-5f17-48d0-af06-dd0253ddcf75.svs	fb3f832a3d36536830f7dfda99ef1155	552038105	released
60766735-2ee0-4f31-8e8b-78104025a078	TCGA-CV-A45O-01Z-00-DX1.8CBD0CCC-C815-475D-87F9-76272F4F715B.svs	cca3bfbe2bc991f54bcac61e3e5b5d8a	1092577887	released
169415b2-3fe8-4c06-ba6e-5052ab1ad57d	TCGA-CN-4738-01Z-00-DX1.9c456d54-0bde-4f04-ba53-17c09e692491.svs	3e1fc25933ba52d8ec4a1f0cde7ed249	329688715	released
