id	filename	md5	size	state
0596623c-c2c5-4de5-b358-d5393e79120e	TCGA-B3-4103-01Z-00-DX1.76bba2e9-0a6d-460b-8ae8-c38a1109456e.svs	15099b69af9c36d25fb244d96d922356	418446125	released
b1b3df18-1fcc-40a1-8610-143f06c9748b	TCGA-AL-3468-01Z-00-DX1.F86A4811-D60C-4845-A7A5-B7C7BE202202.svs	04358a51344d8ab539f96a861f5b3ee1	504302113	released
e55f0570-5c9e-4676-8b65-380ae02a8d63	TCGA-A4-7997-01Z-00-DX1.aa4e2dd8-fac9-43ae-9634-4a3612d8c154.svs	e3c74f284c428d62d0a6eb1d851e50c0	205231955	released
04ea6765-f97b-45a3-9c50-7882b2edf61a	TCGA-HE-A5NF-01Z-00-DX1.74ABE42F-E64E-4550-AD8B-8B6DCEA84FE7.svs	2211c02d2768c20a8e6c1c85706c97f3	257358306	released
212eed8a-ee10-4149-a5c8-7effb1d4747e	TCGA-EV-5903-01Z-00-DX1.04ef7cdf-b282-4ad3-917d-31bb7b379559.svs	e07093332aa82246d769cd57e311eec9	1091974257	released
4e54b1a4-9fe1-444f-abc8-60bdf53453dc	TCGA-BQ-5881-01Z-00-DX1.5eff6d78-773a-49d6-be59-de63172d543c.svs	04fcf77899d7195b8674bcc6c2c19205	776901527	released
f5f8517e-86c9-43a2-ab9b-d938d3b56a71	TCGA-5P-A9KE-01Z-00-DX1.7295A9F6-0C5A-4DBC-9772-94CBB47D28A3.svs	a81213d8bff006502e85eb3e68777084	2173195240	released
8bad070b-5d83-4148-b773-c6f579c8bb3f	TCGA-BQ-5887-01Z-00-DX1.53c6100e-4ce4-4863-a987-ee0fe30f2e01.svs	78b34512e45d44b91bf18666247db91e	1298229489	released
0ff9998a-fd40-4ee3-8d04-5313d3018e2f	TCGA-G7-6797-01Z-00-DX1.a19f9720-72cc-43a4-a081-1adc9ff37fe1.svs	b382a8dd8e8acd1827902e4afe78012f	1019116501	released
8355e666-8ad4-4f46-bfb7-19020891a30c	TCGA-Y8-A8S1-01Z-00-DX1.070EF07D-6A9B-4E32-9851-3B08A628D879.svs	6308195b5f8cda7d2ca878a8df77e0d3	758348331	released
