id	filename	md5	size	state
03f6946c-d9c3-4bd5-b767-710f5e1efb30	TCGA-B5-A1MX-01Z-00-DX1.FAC60C1A-5927-403E-BCC2-E92F2F08ADC4.svs	60873a549fefc93c36827bc9a670d1c2	1533140919	released
da60edeb-60c8-4fbb-a69e-4ae04528fdfc	TCGA-D1-A179-01Z-00-DX1.088EEE68-F1C0-4877-BD66-BD2FC47EE698.svs	f9ed9e977bd6be59894c9c9f8382fee6	2245479755	released
4981d0e8-0de2-494e-9f49-71ef7203591e	TCGA-D1-A0ZQ-01Z-00-DX1.B2F36A73-674A-4083-997D-A667B42B8411.svs	2c15d65c8fab9c1261a1b85f22df4b7e	2195885857	released
d59790ba-aaf8-4033-ada0-df1b90c8bd5e	TCGA-EO-A3B1-01Z-00-DX1.F02487E7-9B63-44D2-B46B-B58FE4B6AD67.svs	74a8e86f1fff28ddd263f8f2792ee0aa	277110308	released
cf584e3a-a79f-40c5-8a51-7320d3b71748	TCGA-FI-A2EX-01Z-00-DX1.127F5153-745D-43E6-83CA-DE2738702C62.svs	942d17b6cd3c7df80e712d4a446702df	1357187523	released
1c7b2b9a-0efc-4eb8-bc18-704a2c833e0d	TCGA-EO-A3AZ-01Z-00-DX1.113D4EE1-7922-432D-B43B-947756060983.svs	82299c83496f890a8fad893914b89a54	669889540	released
94209a63-3814-4010-a0e6-259230a86596	TCGA-DF-A2KZ-01Z-00-DX1.12E837D1-C462-411D-B857-682BDA297D07.svs	536689f069caa15c44dc36fc804bbd59	175760470	released
2344e0b4-a389-4798-82c6-8f0af467757f	TCGA-BK-A56F-01Z-00-DX1.1EED86C7-1873-4008-8EC7-42F6D93C955A.svs	4a75603e99e1f638d701c86476fc9909	438922175	released
2b77600a-4584-4c85-b7f6-2db0d893b55e	TCGA-BG-A0W1-01Z-00-DX1.8E06269C-1278-478B-A128-59FA911B1649.svs	6114b6f3333603867059871fdcdd3cfc	1948780995	released
cf2c035c-5716-472b-8b45-b4f97e577a83	TCGA-AP-A05J-01Z-00-DX1.39D44E98-382A-4B22-A37C-B31F008BC4EA.svs	bf2209e8ae80c4e13393ff9946187d6d	408712952	released
e1eacc00-f275-470a-9f09-bd61b1bc6d8d	TCGA-AX-A05S-01Z-00-DX2.5B5A8CD0-2DCE-47F0-AC68-CF459FB922CF.svs	8d5a86116bef4a6be1d1413a9b04baf1	2677586124	released
a4bdf40e-95bf-49f3-9eb1-cada30b5eabb	TCGA-B5-A0K7-01Z-00-DX1.51DB82B5-21F6-4CB0-94CE-8248F489AC0C.svs	4a1b250dd280dd5046a6549e72b16339	1929700227	released
e007a901-686f-484b-bb29-5dc9817a75bf	TCGA-AX-A05S-01Z-00-DX1.2C0EC24F-086C-4C96-9955-676D43996443.svs	8927ee7cb8d3da855ddd3f9324d2048f	1913864016	released
577e4ae2-674f-46e2-8608-f3a0f89a3173	TCGA-A5-A3LO-01Z-00-DX1.FACB4663-13FE-4E37-88F8-BA6BD3815F7A.svs	f4b72461055374e62e2212d323d38259	1484092703	released
10529c6e-1c6f-4154-99e4-11c9897fc9bd	TCGA-DI-A0WH-01Z-00-DX1.84F8B6DA-FFED-4138-B8CE-9CF72D8C4147.svs	a18607ddd8a30c9e1f9c28950470b49a	913759449	released
0643f2d2-69e9-41d8-94ff-0d30702ea932	TCGA-DI-A1C3-01Z-00-DX1.A547F7DE-7AE5-41D6-98D7-B124AA3596E5.svs	4ca628aaaf15b06414bf5df725e54cee	1769639671	released
b827efc7-2e6b-4070-a7bd-b217abd4b172	TCGA-D1-A162-01Z-00-DX1.F81729D9-5588-4C2C-B7AF-D5C2931B8A48.svs	4e253312d4b2d0df2db1dbe32b5ddf5a	2033246065	released
60b06123-e94a-4fab-bb14-f83a4c6a654c	TCGA-EY-A2OM-01Z-00-DX1.A704D5CF-011B-4A17-AA5D-1634556CC719.svs	87187b2e1462e2038b84a1fd6d9b6efc	2219542652	released
ddaf5721-040a-4e46-bd2b-706df0e00665	TCGA-JU-AAVI-01Z-00-DX2.ECF6F478-03AD-4876-81BD-6B2AF7639C50.svs	5d9b6453ce5a404b759ed6665be13159	1975747947	released
ccdbba88-c24c-4b4c-9ade-83ccc91276e5	TCGA-EY-A212-01Z-00-DX1.948F98F8-1360-406F-AF7B-B30ED54114EC.svs	2cda83b4500620d9e168af7a4dbef260	2016529561	released
29c45a03-6f6f-4332-a22e-7ee92b39609a	TCGA-D1-A168-01Z-00-DX1.30BDAC3D-EEFC-4A5A-ACD8-7AEA5A6C90FC.svs	593a6e785d36c9bc85a79615be58c5ed	1948109223	released
6bfa39f6-88d4-45c8-bb0c-8f0171e62166	TCGA-D1-A1O7-01Z-00-DX1.3BFCD204-F894-4C44-B8C4-6630D1A1171E.svs	d23d85f2f3be1b610d4e4829541d3d04	1938073271	released
1720d869-3fe0-4a2e-97e3-dd1c8e853a7c	TCGA-D1-A3DG-01Z-00-DX1.333B5722-3213-4A08-9490-4DEEDDE7034F.svs	2fafe18c0ed639bd113b9869ca22695c	1196422703	released
2216c84f-e380-40f9-afb9-d69ddc1b10b7	TCGA-AJ-A2QL-01Z-00-DX1.B5C0B1FD-1D84-4AEB-A729-4230BE584708.svs	ae8cc7c7b1d6bee61e81ad355f49c700	841493278	released
9014e90b-3bf9-4a1f-8dbb-8d7e2228bd59	TCGA-AX-A06D-01Z-00-DX2.7B8B1A2D-624B-4BB4-A423-E18B978E14E3.svs	0154f3c2cbf9ce48a954522cc19d31a2	2281291726	released
bd75ca83-b4f9-4e54-b4a0-bcf501650988	TCGA-AX-A06D-01Z-00-DX1.66E3E077-8973-4D8B-BD71-D38DBC35E36E.svs	5649a6dcb65381552efcfcc93de8d9d7	1940476564	released
99ceae11-003c-4d1f-8c68-d98943847823	TCGA-D1-A0ZN-01Z-00-DX1.6820106E-317C-4194-A7E5-B700F4AE23F7.svs	03b20862f954098a28452f4bbd09b365	1337578059	released
9c20b037-1362-454f-9e98-0446315172d1	TCGA-E6-A1LZ-01Z-00-DX1.716EECB9-0053-41A0-9EB4-B39D170397AF.svs	3e1d184f08acc077ae43b6cd67087a88	1150000337	released
d13d1487-12e7-4a02-a88f-b739f2ee63bc	TCGA-BK-A0C9-01Z-00-DX2.0A8A34AC-E54C-44B6-8CF2-4FCC9C907A37.svs	72b44e52d7a09466701894e18a8d909f	341252945	released
633dc2f2-fcb1-4813-9414-3364b2ded078	TCGA-BK-A0C9-01Z-00-DX1.4838B17E-8151-4AE0-9A58-2CBA761D9A17.svs	ea376f74fed747de036918868cd5290a	444619397	released
467f0e49-271e-4903-a73b-258e59fd0a1b	TCGA-EY-A1GO-01Z-00-DX1.CE05FC2C-67CA-49CE-8586-AD7B4C00D7FD.svs	550718005fa0d6ba1c19b61fa2c28381	547335484	released
e74d2fd1-9218-4a79-a749-4f3947a4cf81	TCGA-FI-A2EW-01Z-00-DX1.93D21AD2-076D-4685-A027-623C294974A5.svs	9313b9d0ec22a7570e70a683589300ac	1561669303	released
47f5d311-5d71-4659-84eb-e0ac29d55e3d	TCGA-DI-A1NN-01Z-00-DX1.D95D5127-9E1D-4B26-BE00-60F7C3B09B4F.svs	523ee6904cad0d5fc245895ad902459b	1058997197	released
eefc655d-206a-4a22-a544-1554c1cc82cc	TCGA-D1-A17D-01Z-00-DX1.C1FDB6E0-C51F-498B-8A62-D05EB6195045.svs	2f775dc47f283617e80e2a8d7fdc1ff3	1358225809	released
ed1ca2f4-7bb5-454f-aa01-d06bcc09066b	TCGA-A5-A0GJ-01Z-00-DX1.B721B8FC-6F5A-421E-AB88-439506DC43FC.svs	3261fd9bb1cc4d86a08bbfe2a1ff3540	1604513179	released
c903309e-240e-472c-a87b-f996e263578e	TCGA-EY-A1GQ-01Z-00-DX1.03D52C6F-515E-4A4F-A08E-31D773BCC67F.svs	546df26fd879a04b629c3cba111e5b65	1786297013	released
ccaf5b7b-6a3c-4dbb-8ac2-bd85ec804d8d	TCGA-AJ-A3OL-01Z-00-DX1.AB25578F-C080-4A38-835A-E40703686ABF.svs	e95a07894e807437050eb54a8d60e5ed	321311657	released
e24f2098-51ea-40eb-bedc-d262c7b324f9	TCGA-AX-A06B-01Z-00-DX2.1757C039-99F7-4087-A9E5-D340AF7220D4.svs	6f4f98487687f0800a5886b8d5993762	1789072626	released
0db43cd4-3691-4c4f-b58d-1fdae6b841f9	TCGA-EY-A1GK-01Z-00-DX1.855EEBFB-BA55-4109-A417-F6A64E6E7A80.svs	25f3ab798b090bfb9aeceae0923f010a	997889923	released
2affc1ac-0d14-4b13-b645-50ce216016ee	TCGA-A5-A0GR-01Z-00-DX1.D232E6AA-BEE1-47C5-AEA2-0070D130E526.svs	fd4f29113e094568eab4c19d1a15a8f7	2690695645	released
afa8d86e-25ca-418f-a21c-f8c15f15add4	TCGA-BG-A0M2-01Z-00-DX1.88301922-BF26-4C58-8E0F-5AD835A99A77.svs	4771bc83834a5fac8e081f0e6b5811f1	1584567629	released
1f23a3e0-c1b5-4e49-9ff6-7b5b4ef95c3b	TCGA-A5-AB3J-01Z-00-DX1.87E7C55F-F850-47D0-B5E4-8545F2504C92.svs	798a4e10579c69a3d4394d6856009ffd	1657568565	released
a64af7ed-3702-4694-9759-2eced32f379f	TCGA-B5-A0K3-01Z-00-DX1.ACC15A3D-67F0-49C8-9B41-18A2D4EBF5C8.svs	22848bbb395f1f3acc638e70b7a66573	1467526183	released
769c5a58-06db-4488-a6bf-baf3cdcd8cd6	TCGA-A5-A2K2-01Z-00-DX1.D1D4C0B6-A810-4960-AD7F-11637A54897C.svs	060215cb58bea6208b2b3239f2b2a55d	2703119267	released
860d7c45-6347-449a-a605-30e3c9484992	TCGA-AP-A1E0-01Z-00-DX1.9B50EE3B-6BEA-4A85-ACA5-5EEBF40635DD.svs	a88722ec9985217172c900ee33d49537	563127012	released
228e2812-f289-45cc-9fcb-4f16badb197a	TCGA-BS-A0UA-01Z-00-DX1.5EED2105-4A08-4B42-BDCA-25282B2C22D6.svs	ebb0ba361c527966c5767dd8c015507f	1330402905	released
fee5e58e-ca00-4116-bb87-3a03436e4061	TCGA-AP-A0L9-01Z-00-DX1.BCF2D31D-676A-4854-B624-B0571985DF14.svs	a92ddf371151aaf3e2d543b2dd5e6efc	441963982	released
a72b2b00-45ad-4452-96d2-fa56be2e7b69	TCGA-EY-A1GE-01Z-00-DX1.69411DF4-DEC6-499F-AC43-6126AB1BEE12.svs	1499e6cb62b58e5066c6d50e33b5c449	1127505891	released
1f4dfaf7-8c7e-469a-84b1-37eb3f4424fd	TCGA-AP-A0LH-01Z-00-DX1.A491E551-7373-4286-9F25-AC610239D70E.svs	4eca18bd04215eca857f4bf8d133f13a	475593564	released
fbb3f6a0-31ff-4949-b7e2-9256bf48e304	TCGA-EY-A72D-01Z-00-DX1.4303F43E-9702-4089-A854-4072C87A1FAC.svs	87ca6dddda8523a423e04c82907d2ecb	783366252	released
65a99d20-f37c-4dac-9840-dfc0454e2a4d	TCGA-BG-A0MS-01Z-00-DX1.F496EE7B-68E3-470B-8457-B01D705394C7.svs	d2ec8ae7ba47bf8bbc073c364d1980b7	1402283177	released
1cc6eb2a-02fb-49b5-85e6-15abd41012d1	TCGA-A5-A7WJ-01Z-00-DX1.385CBB18-471D-47BF-A10C-E948874BDCC4.svs	2b9b3919d57e6766c71be1a74ad25b7a	1429325383	released
aa3ee406-6311-4f9a-813c-c5e49e64ae79	TCGA-BS-A0TA-01Z-00-DX1.7D482D06-2D30-4C64-9265-C596FDE1B88F.svs	22143f54401f29fea63216dd4ff13749	2871946217	released
90cb63d5-d161-478a-84b0-440f7469606d	TCGA-D1-A163-01Z-00-DX1.2DDA7C9F-3EC1-4C5B-B7B1-CAECD5F41FB9.svs	be869e2c0e2c2060dfed04790204e3d5	1072076971	released
a3b5e195-714e-4ec2-9779-67d966598daf	TCGA-D1-A16O-01Z-00-DX1.6A440B46-4189-45B0-9DB6-1886C59EB198.svs	c1fe3894a49155fa82ea2b407688f0c0	1968763581	released
fed62142-c170-4916-af39-d5a943d877a8	TCGA-B5-A0JN-01Z-00-DX1.8B663EC1-0F34-4699-A554-4D8FE02E287D.svs	615dea222448af0e6805751cf994ba11	1482336581	released
a9a5f497-9c0e-4b9a-82b3-e5f88e446e08	TCGA-BG-A0MI-01Z-00-DX1.5721FFD0-84E1-4C0D-9961-BEC05EDD18B9.svs	061e55576d9239a8155c02356d796295	1646161027	released
f7e8bfc6-635c-43a9-b88f-0fd45843701c	TCGA-FI-A2CY-01Z-00-DX1.A18FF3DB-C078-4E9C-8D74-948408C71D55.svs	c7272f29609d6697d5de232ed751378c	968537015	released
6655ef25-aa64-4772-a581-82c719433d63	TCGA-AX-A1CC-01Z-00-DX2.9DBD4FAD-5E16-450D-8B8F-CCDD34A211F1.svs	8553f64d980e904586a7386d3806b2bc	1303006996	released
5f4b6c03-7465-4d94-85cb-82bb40980a67	TCGA-AP-A052-01Z-00-DX1.F935C681-0747-45C4-8AB8-6822B340BE65.svs	dfe0ae15f570634de924dfb161743000	278054896	released
cabefb81-ffe5-43f7-850a-7a3db2596464	TCGA-AP-A053-01Z-00-DX1.70F02F83-5234-471B-B842-2F708ABCBE94.svs	7e29155ae763c0eb352d455e9cea0b49	669110237	released
c65df92b-7c0a-485d-9b77-d8e048c27f3f	TCGA-AX-A05Y-01Z-00-DX2.107339BB-92BF-487F-B3C4-F7C36291A9EA.svs	e17ab516aa0b3b1284b4ba5e6da2f24b	1609470572	released
e831babc-5507-450a-adcd-f402c2fabadc	TCGA-A5-A0GQ-01Z-00-DX1.5EB7B5F8-17F7-49FB-B29C-490F81878E33.svs	35ec1f2b9fdd62694938d367703b1705	2497022857	released
ce67f742-4c0a-4f6e-a354-66c70fbfa091	TCGA-B5-A11Z-01Z-00-DX1.5F0550FA-7B97-4A77-A3AA-4686C75A96B8.svs	f77b5bf1eed2ecaa87e74eb48680ab3f	2235463521	released
45a2d334-a067-48af-b2a4-0492f3261ac3	TCGA-EY-A1GS-01Z-00-DX1.48C094CA-DD66-4B76-9B1E-0E8C83BFB9D8.svs	3c96d40314dfeafeb0049bcb453295f2	1741765791	released
348912f0-0a45-46e3-b6d1-fc89ccc387a0	TCGA-EO-A3AV-01Z-00-DX1.C49B393E-E190-4877-839C-CD63D141721A.svs	1736da0a12e53f369de729474a0eada4	907194564	released
ad8e7833-57bc-418e-afbd-5eac6f18fdb5	TCGA-EY-A4KR-01Z-00-DX1.022E2D07-5009-4EE2-9696-7F1745182B31.svs	aa204fa0de1a799296f7c5610a17886b	1546454589	released
07110cb3-30a8-4d77-8e36-bb545ffe1ace	TCGA-AX-A060-01Z-00-DX2.24E305A1-4F4D-42DF-ABBF-1CE6ADCE4FA5.svs	2f7ddf5be52c5ba4aa8197ccc2e53717	2547171806	released
